x_1,x_2,y
-1.273580149,0.642792908,1
-0.099602129,0.840769833,1
-1.010065453,-1.857753091,0
0.895424927,-0.831039516,0
1.043244126,-1.045208488,0
1.242099932,-0.405900032,0
1.200671607,-0.669604391,0
-3.34133091,1.371063828,0
0.459930611,0.706555748,1
-0.108488043,1.132549495,1
-0.808551403,1.227385376,1
0.911950092,-1.273074822,0
1.741871907,0.130467577,0
-0.326092503,0.676753875,1
-0.879187014,1.30431376,1
1.270211587,-0.610802942,0
-0.936411611,-1.018458471,0
0.644646027,0.77195313,1
-1.086254892,-1.584086082,0
-2.066087396,0.418437324,1
-1.103024041,0.96744339,1
-1.216706427,-2.615318549,0
0.596796525,0.817654656,1
-1.049345314,0.288487348,1
0.849626782,-1.317367059,0
0.754344245,-1.827465894,0
-1.645744956,1.092583304,1
-1.241924437,-0.80763289,0
1.053352046,-0.730037096,0
1.330477338,0.98162423,1
1.148866344,1.44343384,1
0.799747214,1.00355563,1
-0.180754115,0.494126668,1
-0.830246449,1.212539911,1
-3.171873132,0.213258431,1
-0.080399645,1.35769218,1
-1.27407878,-0.855474821,0
-1.13411971,-0.026751404,0
0.709601003,-1.318396016,0
0.045824401,-2.340497349,0
0.995846999,-1.10444462,0
0.548246114,1.163758719,1
-0.121845872,1.411035515,1
0.753877584,-1.326634314,0
-0.119031894,-1.203292851,0
0.336981911,-2.172813912,0
-2.84878131,0.187310911,0
0.786253871,-1.691974014,0
0.811340569,-1.494607703,0
-1.365618398,-0.607495787,0
-0.780762553,-2.327773494,0
-0.049570615,1.104939494,1
1.561165956,1.166942784,1
-1.870982592,-0.482666884,0
-0.923789738,0.837645702,1
-1.801016717,-0.100758678,0
1.306018545,0.680216457,1
0.472446252,0.685491304,1
-0.203964235,1.86207885,1
1.218799052,1.11828732,1
1.117252662,0.94130693,1
1.137509805,-0.782946492,0
-2.659482073,1.037624163,0
-1.234866178,-0.651903367,0
0.982116678,-0.553041366,0
0.365285121,0.667989745,1
1.723329573,1.016788016,1
1.184201046,0.910185241,1
-0.618909654,0.98784063,1
0.977862693,-1.017489524,0
-0.132544864,1.093272984,1
1.149080582,-1.009988488,0
-1.012003415,1.077492682,1
0.869884994,0.927284742,1
-1.370429205,0.520919241,1
-0.512923474,1.941384297,1
-1.471805678,0.864973315,1
0.969509616,-2.088342691,0
1.949496508,1.078721003,1
-0.422693482,-2.194192407,0
-0.519147642,1.312103122,1
0.886096951,-1.530483204,0
-0.654678647,1.603611632,1
-0.286629217,-1.233547199,0
-1.394887357,-0.101110001,0
-0.441181667,1.442835643,1
0.96705427,1.843244218,1
0.57333646,0.879870949,1
0.337903387,0.582227371,1
0.011694503,1.300675173,1
-1.354466555,-0.966301353,0
-1.019085293,-1.087328578,0
1.30707235,-0.357965559,0
-4.403456403,-0.777170346,1
-0.573383264,0.788866773,1
-0.162144117,1.555910138,1
0.886084558,-0.700860164,0
0.644635471,-1.483470529,0
-1.258868795,-0.561698998,0
-0.224953546,-2.453176701,0
1.102183353,-1.003408432,0
-2.133895091,0.336765477,1
-0.20493636,0.894881442,1
0.77699094,-0.914195723,0
1.102000857,-2.542817185,0
0.075394661,1.798404304,1
-0.660195842,-0.475409011,0
0.806732147,-0.970360952,0
-0.929041623,0.773294726,1
0.087636409,1.530173803,1
-0.199319376,-1.434792998,0
0.623245618,1.048516551,1
-1.697803899,-0.954072119,0
0.81499045,1.304739798,1
-0.700928629,1.132513341,1
-0.734517587,-0.238140136,0
1.357180577,1.075349129,1
1.386789475,-0.432402516,0
0.832641768,-1.480252138,0
-1.038663279,0.479377001,1
0.50821027,1.39220165,1
-2.326616797,1.113138302,1
1.162385144,-1.065026635,0
1.464709042,1.296964282,1
1.262853511,-0.615463782,0
0.779474505,-1.425940428,0
1.872983771,1.168070599,1
1.077258104,0.977149314,1
-0.407265264,-1.34408145,0
2.198413037,1.118682844,1
-0.922455287,0.215617345,1
1.270625333,-0.936765286,0
-3.063352977,2.377192728,0
0.723027818,0.951588926,1
-0.917251828,1.726192444,1
-0.45056209,-0.902754636,0
1.203876448,-0.964971706,0
-0.220094699,1.48591929,1
1.076030186,-0.257467048,0
-2.676643064,1.028944085,0
-0.367275353,-0.152363809,0
1.081483078,-0.873502145,0
0.71939678,-1.545502962,0
-1.3480951,1.01202492,1
1.075234058,1.10427044,1
0.93706314,-0.988971522,0
-1.055079809,0.645042037,1
-1.418550334,1.112162165,1
2.768940434,1.433312729,1
0.577233297,1.223981399,1
-0.937825367,-1.964303702,0
-0.686674692,-1.748385869,0
0.617070044,-1.767546166,0
-1.656586212,0.10394674,1
1.034303421,-0.774033594,0
1.103678925,-1.18155472,0
0.612359079,-1.776654317,0
-0.818133166,1.442426487,1
1.306607044,1.007841992,1
0.998003772,-0.555085836,0
1.034097365,1.042829772,1
-0.449247854,-1.378725125,0
0.506121192,1.413509339,1
1.356372177,-0.42366744,0
-1.650324992,1.105549496,1
-3.1428118,0.718368346,0
-1.734634461,0.573802111,1
-0.044920908,0.898992768,1
1.425205783,1.028138152,1
-1.98772593,1.170424045,1
-0.427481169,-1.31465302,0
0.160861246,0.81967503,1
-0.219809872,0.952819537,1
-1.880718492,0.78450648,1
0.455486413,1.208166973,1
-1.597821905,-0.816084938,0
0.778819294,-1.426152533,0
-0.358016254,0.823881994,1
-1.170314572,-1.523254419,0
0.992829651,-1.555211618,0
0.859449616,-1.289891537,0
-3.02721149,1.385915521,0
0.834256253,-1.381270559,0
0.265013433,1.854465363,1
1.332382729,-0.320518446,0
0.58921008,1.689673025,1
-3.416011521,0.378599434,1
1.148742353,-0.742033371,0
2.124663096,1.055635251,1
0.947715415,-0.970261354,0
0.867448568,-1.349820571,0
2.099044339,0.759447267,1
-0.054437171,-1.245174427,0
0.663905887,2.182705409,1
1.137778035,-1.198040455,0
0.850294422,-1.587580009,0
1.810662768,1.345706529,1
1.063864215,1.094305599,1
0.380095742,0.944980269,1
1.885777788,1.234545356,1
-1.020906098,-2.026559423,0
-0.012771803,-1.794441753,0
-3.233131295,1.576488028,0
-0.719405146,-0.557108573,0
-0.971229462,-0.10664297,1
-0.926565858,-1.822124145,0
-0.711295429,-0.005361852,0
-1.43184962,0.093719888,0
-1.900336306,0.590822704,1
1.40908092,1.070533485,1
-2.613077601,-0.29525149,1
-0.914525144,-0.776340979,0
-0.356540639,-1.306800114,0
1.428398216,1.164064219,1
1.154111886,-1.089492642,0
0.7477723,-1.079766529,0
0.79122736,-0.838764286,0
-0.176196534,2.146806337,1
1.269334949,-0.370985575,0
-2.814805613,-0.266351832,1
1.227691931,-0.68849601,0
1.21686273,-0.563957802,0
0.605238592,-1.672453961,0
-2.688268677,-0.225904102,0
-0.290721548,0.773374309,1
0.677328295,-1.465367664,0
-1.15816055,0.972099321,1
0.551488764,-1.275039765,0
-0.843273301,0.598264418,1
-1.603461216,0.416986547,1
0.841739224,-1.175485877,0
0.285336725,-1.786839613,0
0.848294299,-1.055656554,0
-1.293486612,-0.195762398,0
-2.373154682,0.285324826,1
-0.283277738,0.768419848,1
-1.593727726,-0.90064626,0
0.685434619,-1.734867704,0
-0.431681303,-2.337041123,0
0.165150309,2.221414033,1
-0.159608955,1.110600748,1
1.083871023,-1.119009955,0
-0.901128704,-0.599796842,0
-0.815212414,1.375637462,1
0.334575476,0.860473488,1
0.626705249,-1.788410954,0
-1.459890818,0.700476206,1
2.285659457,1.280319757,1
1.159537425,-0.445338159,0
-1.438808347,0.388061952,0
0.885064246,-1.266553138,0
-0.040464859,-2.343408977,0
1.017964341,-1.194336121,0
1.99627009,1.104134253,1
-0.33638182,1.437713376,1
1.502590556,1.021215917,1
-0.506438071,1.514233044,1
0.458177029,1.128353842,1
-1.413817358,1.189797403,1
1.171578498,-0.748305644,0
-1.667679963,0.031975003,1
-0.293642967,-1.574702554,0
-0.724691289,1.915821655,1
1.979865927,0.834437856,1
1.178215393,-0.413488034,0
0.369806298,0.465032155,1
-0.133173943,-2.331187992,0
1.56195488,0.152534659,0
1.17084699,-0.923331314,0
0.502368633,-1.752354914,0
-2.699915755,-0.426097877,1
1.041291382,-1.221184088,0
-0.652270131,1.165636049,1
0.684372003,0.962123756,1
-0.510181186,-1.492097453,0
-2.067615309,0.366130185,1
2.855233018,1.420210367,1
-1.476452137,0.39857409,0
-0.408347698,0.462196864,1
1.346343034,-0.433482969,0
-0.852966456,-0.766253682,0
0.741885697,0.790712214,1
0.729484844,-0.978872745,0
0.296967801,0.979440809,1
1.426064137,1.047702258,1
0.861035472,-1.27360684,0
-2.181538529,0.956187298,1
-2.53530297,-0.162473601,1
1.087439808,-0.615914413,0
1.437215793,1.034952957,1
-0.66572509,-1.491639124,0
-0.319686668,-1.769984093,0
0.148470863,-1.139897651,0
1.112498089,-0.817870609,0
1.787366998,0.850475496,1
-0.888754104,1.2242466,1
1.429374227,-0.255692679,0
-1.405531177,0.416681435,1
0.390799235,0.949205056,1
0.310000412,-1.672332234,0
-0.665750499,-1.624867126,0
0.719616809,-1.361607496,0
0.192639167,1.455038282,1
-1.118181906,-0.616577358,0
-1.991779194,0.347213738,1
3.672585293,0.848370173,1
-0.217818026,1.351948305,1
0.265059458,1.344375615,1
2.1567056,1.176189098,1
0.955886449,0.862558631,1
1.178017891,1.070604913,1
0.01672581,0.693606439,1
-1.108720349,-1.947590786,0
0.118411669,0.847549773,1
-1.076686691,-0.982459526,0
-1.214508863,0.437280838,1
-1.958821983,-0.112643523,1
-0.694340591,-0.993040043,0
1.820357847,1.307965162,1
0.290483219,0.671840777,1
-2.022989896,1.178230082,1
1.422800188,1.291307609,1
1.137872902,1.19165598,1
-0.463182218,0.92709415,1
-0.154220814,-0.915813225,0
1.160570944,-0.388471987,0
-0.965074845,0.849585728,1
-0.54971342,1.226613649,1
-0.06239139,-1.355892887,0
-0.137120631,-1.841328791,0
0.051639981,0.698611238,1
-1.063657513,0.863275745,1
1.977023555,1.230887425,1
-2.966641851,0.331538116,1
0.87106574,-1.424453144,0
0.884867039,-1.512637793,0
1.196003706,-0.792437392,0
-1.943710987,-0.440145247,0
0.627482482,0.485930148,1
-0.708995046,0.802922112,1
0.051056838,1.150094441,1
1.336634481,-0.374328092,0
1.456258599,-0.388315069,0
-0.136396692,0.846357641,1
-0.687581201,-1.149552112,0
1.383567109,1.415460497,1
-1.241372161,0.474636723,1
1.075364451,1.242191504,1
-1.36247527,0.609246452,1
1.553668934,1.346215442,1
1.463097735,-0.268453126,0
0.384530515,-1.359914341,0
0.732285795,1.004717371,1
-0.152606701,0.472350537,1
-2.296081799,0.718060132,1
-1.1011236,-0.025614546,1
0.561095543,-1.938158453,0
1.091647441,-0.622843476,0
0.370613842,0.984903238,1
-0.719409286,1.080144645,1
-1.806425308,0.556922605,0
0.828780618,-1.661790855,0
0.775509201,-1.297952444,0
2.353281759,1.253625539,1
-2.325090485,1.016932765,1
1.464504198,1.032174427,1
0.863023456,-1.32410764,0
0.288667016,0.996159267,1
1.049982489,-0.849662371,0
0.948726375,-1.409078551,0
-2.792869166,0.114764958,1
1.164832666,-0.493768719,0
0.279747079,0.827840286,1
-1.537740862,-0.596215513,0
-0.398370205,0.993404187,1
0.92929155,-1.414158789,0
-1.811849117,0.72122336,1
1.053366036,1.003101274,1
-0.433887751,0.848694457,0
-0.533802915,1.400167885,1
-1.944551566,0.828510194,1
-0.169491776,-1.941031735,0
-0.111126217,-1.362421063,0
-0.833531654,0.592710191,1
2.783425815,1.341669639,1
-3.297537679,0.069997039,1
0.516521243,1.519316137,1
1.077241782,-0.987327473,0
-2.152110776,-0.657439942,0
1.797162184,1.125845072,1
-0.490528911,1.135077842,1
-0.131601513,1.143263503,1
0.469901219,0.830438714,1
1.205148784,-0.67324862,0
0.014374854,-1.412962689,0
0.999122848,0.922724306,1
-0.39971431,0.399739267,1
-4.239472815,-0.918554481,1
-0.5392227,1.649358688,1
-0.33256475,-2.655772753,0
-2.343086813,0.096771164,1
0.261152195,-2.023839437,0
1.888256643,1.238320636,1
-1.638322051,0.14699363,0
0.505060359,1.528763007,1
-0.629538789,-1.438339122,0
1.087669736,-0.840325273,0
-0.569527429,0.876818136,1
-0.899938012,-2.071251301,0
-0.909555372,1.040297041,1
0.93678724,-0.958848538,0
0.905402528,0.960541398,1
1.081353964,-0.796521377,0
1.579711623,1.192423077,1
0.01608264,0.948032322,1
0.359271882,1.829066176,1
1.8907391,1.263631918,1
-3.343039638,-0.163270218,1
0.458102473,1.777181106,1
-0.466685518,-0.635535864,0
-1.345054383,0.194612831,0
0.817310295,-1.231748738,0
0.858248551,-1.064964402,0
-0.88867749,-1.028848433,0
-0.08254178,-1.336752142,0
1.569154042,1.035602004,1
-0.698323476,0.968760009,1
0.871241393,-1.138746726,0
0.636903316,-2.547884388,0
-0.681653225,0.597410102,1
0.892193906,0.806958222,1
0.878114412,0.763383569,1
1.472052216,-0.058427936,0
-3.37353762,0.348994421,1
-3.71346816,0.162197815,1
-2.262708409,2.109880324,0
-1.887044439,-0.646497406,0
1.778354487,0.935692168,1
0.824299338,-1.2898891,0
-3.267245704,-0.170697002,1
1.004896445,1.293291553,1
-2.118212232,0.862563442,1
-0.330608822,1.102176974,1
0.457716007,-0.682668559,0
2.658436459,1.116600567,1
0.236127363,1.319124676,1
0.886739257,-1.081928153,0
-0.054543489,0.824970017,1
0.979140462,-1.197317753,0
2.261140021,1.05319193,1
-0.498147777,1.190829879,1
-1.0466421,-0.209164497,0
0.365207708,0.958640735,1
0.676261352,-1.738149028,0
-3.019937857,1.139287776,0
-2.227362416,0.358803365,1
2.764451222,1.367406089,1
-0.545990352,0.859247077,1
-0.710928713,1.386522559,1
1.011738611,1.303530929,1
1.121740091,-0.952550962,0
-1.120619093,0.607083074,1
1.318943464,1.14574534,1
-1.573764292,-0.511365543,0
-1.56902959,0.880225357,1
-0.301762224,0.557070357,1
-1.196564421,0.429236174,1
-1.035388429,1.005954844,1
1.30404239,-0.734650777,0
0.899088834,-1.209493009,0
1.244169987,1.132418297,1
0.367443731,0.631678623,1
-1.98892529,0.915036454,1
-1.283973428,1.047677298,1
-1.855710842,-0.504636825,0
-0.05233517,1.912252793,1
0.806329129,-1.164687583,0
-2.212991159,1.064727599,1
1.226364364,1.312547293,1
-1.913976164,0.073993138,1
0.083131131,-1.272461812,0
2.120198486,0.900422693,1
-0.201824855,1.469626179,1
-1.278167332,-1.390164029,0
-1.976955035,1.010321361,1
0.898453998,0.868033473,1
1.012771405,-0.953477418,0
1.086146857,-0.935554271,0
